"TST","Usage_quadratic","Usage_num_int_all","Usage_median_duration","Usage_num_int_5","Usage_num_int_530","Usage_num_int_30","TWT","TNST","Nonusage_quadratic","Nonusage_num_int_all","Nonusage_median_duration","Nonusage_num_int_5","Nonusage_num_int_530","Nonusage_num_int_30","user_id","Mean_flour","PA_PANAVA","NA_PANAVA","VA_PANAVA","Mean_SWLS"
24245.6049998999,0.0535672687235143,101,32.5755000114441,80,20,2,17.225,37294.8335007429,0.0459125757505048,102,144.974749863148,69,27,3,268,4.5,4.5,4.5,5,4.6
16251.7329995632,0.0812597582984262,46,80.8170001506805,36,10,1,17.7333333333333,52803.2314996719,0.0510570831921273,46.5,417.166999816895,20.5,18,9,269,5,4.25,4.75,4,2.6
17750.072999239,0.0886968372049019,36,61.1860001087189,27,8,3,14.625,35510.9849996567,0.0810571724868263,36.5,396.186500012875,16.5,17.5,4,282,6.875,5.25,3.5,5.5,5.6
16378.4050009251,0.101577940689235,41,117.249000072479,31,10,1,16.5,42472.1159982681,0.0908157257023212,42,316.304500102997,18,12,7,283,2.625,1,6.5,1,1
7488.35300087929,0.207186617888508,33,62.9429998397827,28,5,1,17.75,59098.1849999428,0.0938071295712026,19,1826.73699998856,7,4,12,291,4.625,3.5,3,4.5,3.8
7616.2429997921,0.0888359593082479,36.5,101.764000058174,30.5,7,0.5,16.4,51089.7539999485,0.0602065658231041,35,1019.63900005817,8,16,11,302,6,5.25,3.5,6,5.6
8886.45600056648,0.106624585856109,66,33.1390000581741,61,5,1,16.0833333333333,48025.0290005207,0.0440501671752265,67,335.623500108719,32,25,7,304,5.25,6,3,6,4.8
6583.64199972153,0.0776545669241481,44,65.9524999856949,35,4.5,0,16.9583333333333,55511.685500145,0.0801792150471419,40,580.343499958515,13.5,16.5,10,306,4.875,5,4.25,5,3.4
24778.7994996309,0.116893730083522,32,350.355499982834,15,12.5,4,18.5833333333333,44728.7080011368,0.103781328652099,29.5,558.803250074387,8.5,13,7,307,5.875,4.75,5.5,5,4.2
8004.78299856186,0.134715976768385,33,27.6219999790192,21,8,1,16.1666666666667,47964.6810014248,0.104558293427114,34,610.701999902725,13,10,8,310,4.5,5,3,6,3.8
17264.4819984436,0.128206335390075,111,13.4449999332428,100,5,3,16.05,41254.1350013018,0.0301149819363204,105,183.708750009537,68.5,35,3,311,3.5,2.5,6,2.5,2.8
18744.2190010548,0.0548815236847745,82,55.2795001268387,61,19,2,16.4333333333333,41371.8239991665,0.0443046216263133,83,211.649000048637,44,26,5,312,5.125,3.5,4.5,5,5.2
15417.9249997139,0.114829075693262,26.5,148.108250141144,17,6.5,3,16.25,41906.9839997292,0.0921607066056332,27,483.4390001297,8,12,7,316,6.5,6.25,1.5,6.5,4.6
5981.52349960804,0.0790263173234834,32,96.7119999527931,24.5,6,0,16.3083333333333,52545.2335005999,0.0927092345897607,33,700.033249914646,14,8,10.5,317,5,4.75,3,5.5,5
11763.6349983215,0.106766436920111,37,145.342000007629,30,7,1,15.8333333333333,44537.4249992371,0.0643774485199213,38,482.542000055313,17,16,7,319,3,3,4.25,2.5,2.6
14837.4794995785,0.0962788044003193,55.5,39.5132501125336,43.5,6.5,2,16.475,43452.5205004215,0.0820241750619308,48.5,310.316749930382,25,17,6.5,326,5.375,3.5,4,5,5
8734.98799967766,0.097903701492967,37,100.120000123978,32,7,0,15.1666666666667,45721.4479999542,0.0739146586358199,38,567.666499972343,15,13,9,331,5.5,4.75,3,4,3.4
